Episode,Chapter,Index,Name,Text
Turnabout samurai,2,318,Oldbag,"Actually, if you must know, there's something I was told not to talk about."
Turnabout samurai,2,319,Phoenix,N-not to talk about?
Turnabout samurai,2,320,Edgeworth,By whom!?
Turnabout samurai,2,321,Phoenix,(Huh? You mean it wasn't Edgeworth who told her not to talk...?)
Turnabout samurai,2,322,Judge,"W-well, testify!"
Turnabout samurai,2,323,Oldbag,Global Studios wanted me to keep quiet about something.
Turnabout samurai,2,324,Phoenix,"So, you were told not to talk?"
Turnabout samurai,2,325,Oldbag,"That's right! By the studio and TV bigwigs, no less!"
Turnabout samurai,2,326,Edgeworth,Why didn't I hear about this!?
Turnabout samurai,2,327,Oldbag,"Don't be too hard on yourself, sonny. We were all in on it."
Turnabout samurai,2,328,Oldbag,There were... some other people at the studios on the day of the murder.
Turnabout samurai,2,329,Phoenix,W-who were these people!?
Turnabout samurai,2,330,Oldbag,"Well, the director and the producer, for starters..."
Turnabout samurai,2,331,Phoenix,The... director?
Turnabout samurai,2,332,Edgeworth,We should have known something was fishy! How could they have done a run-through of their action scene without a director? Of course!
Turnabout samurai,2,333,Oldbag,"Yes, well, I was surprised no one asked about it."
Turnabout samurai,2,334,Phoenix,"So, where were these people?"
Turnabout samurai,2,335,Oldbag,The director was in the Employee Area all morning for the run-through. He joined the producer around lunchtime and they had a meeting after that.
Turnabout samurai,2,336,Edgeworth,Where!
Turnabout samurai,2,337,Oldbag,"Oh, in the Studio Two trailer."
Turnabout samurai,2,338,Phoenix,S-Studio Two...!? (There was a Studio Two...?)
Turnabout samurai,2,339,Oldbag,"Well, if you look at the guidemap... Here it is. You go through the gate and all the way to the left."
Turnabout samurai,2,340,Phoenix,(The path where the monkey's head was fallen over.)
Turnabout samurai,2,341,Judge,"Well, Mr. Wright... Would you like to continue the cross-examination...?"
Turnabout samurai,2,342,Phoenix,"(I think I've already asked all my questions, but...)"
Turnabout samurai,2,343,Phoenix,"Your Honor. We have learned there were others at Global Studios on the day in question. The director and the producer and, er, some bigwigs, were all present. Yet, as we stand here, they have not been questioned! I hold that it is impossible to declare a verdict on the defendant, Mr. Powers!"
Turnabout samurai,2,344,Judge,"Hmm... The court acknowledges the defense's point. The prosecution will gather more information about the witness, Ms. Oldbag... and more information about these other people we have just been told of!"
Turnabout samurai,2,345,Edgeworth,"... I understand, Your Honor."
Turnabout samurai,2,346,Judge,This ends the day's proceedings in the trial of Mr. Will Powers. That is all. The court is adjourned!
Turnabout samurai,2,347,Will,"Th-thank you so much, Mr. Wright. I was right to ask you to defend me."
Turnabout samurai,2,348,Maya,"Aww, really, it's nothing. *grin* Oh, or should I... *sniff*"
Turnabout samurai,2,349,Phoenix,We'll be going down to the studios to do some more investigation. We have to find out more about this director and producer. They'll be turning up in the next trial as witnesses for certain. So now's my chance to get material for the cross-examination!
Turnabout samurai,2,350,Maya,"So, Nick... Have we figured out just who it was in that Steel Samurai costume? Could it really have been old windbag?"
Turnabout samurai,2,351,Phoenix,"What do you think, Mr. Powers?"
Turnabout samurai,2,352,Will,"I don't think it was her, really."
Turnabout samurai,2,353,Maya,"Neither do I, Nick."
Turnabout samurai,2,354,Phoenix,"Y-yeah, I know! Look, I was just buying time back there. Someone had to be the bad guy for a bit to take the pressure off Mr. Powers."
Turnabout samurai,2,355,Maya,Poor old windbag... I feel kinda sorry for her.
Turnabout samurai,2,356,Phoenix,"Well, she wasn't winning any points in there, with or without my accusation. Okay, let's get down to the studios."
Turnabout samurai,2,357,Maya,Right! We'll be back to visit you soon...
Turnabout samurai,2,358,Will,"Th-thanks. Thanks, guys. *sniff*"
Turnabout samurai,3,0,Phoenix,"Whew, what a day."
Turnabout samurai,3,1,Maya,"This is no time for relaxing, Nick! Say, you think WP's got a chance?"
Turnabout samurai,3,2,Phoenix,I guess that really depends on the people we found out about in today's trial.
Turnabout samurai,3,3,Maya,The director and producer...?
Turnabout samurai,3,4,Phoenix,"Yeah, them."
Turnabout samurai,3,5,Maya,"Well, what are we doing here then!? Let's get to the studios!"
Turnabout samurai,3,6,Maya,No one's here.
Turnabout samurai,3,7,Phoenix,"Right, now that they have Ms. Oldbag in custody. I guess they don't have anyone else to replace her..."
Turnabout samurai,3,8,Maya,H-hey! In the guard station! Look! She left her donuts! ... ... What? I wasn't going to eat them!
Turnabout samurai,3,9,Maya,"Hey, Nick. It looks like Detective Gumshoe isn't here today."
Turnabout samurai,3,10,Phoenix,You're right. He's probably up to his neck in paperwork after the commotion at today's trial.
Turnabout samurai,3,11,Maya,"So, Nick... Remember that ""Studio Two"" we heard about at the trial today? It was down that path with the fallen tree, right?"
Turnabout samurai,3,12,Phoenix,"Yeah, I think that's what they said."
Turnabout samurai,3,13,Maya,"Maybe the director and the rest of them are there today? Now's our chance, Nick! Let's check it out!"
Turnabout samurai,3,14,Maya,This... is Studio Two?
Turnabout samurai,3,15,Phoenix,I thought so...
Turnabout samurai,3,16,Maya,"It doesn't really look much like a ""studio,"" does it?"
Turnabout samurai,3,17,Phoenix,"No, that it does not."
Turnabout samurai,3,18,Maya,Hey... There's a trailer over there.
Turnabout samurai,3,19,Phoenix,It looks pretty sturdy for a movie set trailer.
Turnabout samurai,3,20,Maya,Are we sure this is a studio?
Turnabout samurai,3,21,Maya,"Look, it's that assistant girl. Hey!"
Turnabout samurai,3,22,Penny,"Hi... WP's lawyers, right? I heard about the trial! Great job, guys!"
Turnabout samurai,3,23,Phoenix,Oh? Oh hoh hoh. Don't mention it.
Turnabout samurai,3,24,Penny,Is it true they caught the security lady!?
Turnabout samurai,3,25,Phoenix,Oh! Oh... oh hoh hoh!
Turnabout samurai,3,26,Penny,"Actually, she just called me. She told me to cover up that drain..."
Turnabout samurai,3,27,Phoenix,"You mean that one? (Wow, what a mess...)"
Turnabout samurai,3,28,Penny,"I... I know... I'm not so good with handiwork. Some assistant, right?"
Turnabout samurai,3,29,Maya,"Yeah, but you do work on the props, and the backdrops, right?"
Turnabout samurai,3,30,Penny,R-right. Just... lots of times they end up looking worse than they did before I fixed them.
Turnabout samurai,3,31,Maya,"Oh? Oh! Well, I'm sure these things happen. Nothing to worry yourself about!"
Turnabout samurai,3,32,Penny,You're right! I won't!
Turnabout samurai,3,33,Phoenix,"(Personally, I think she should worry at least a little bit more...)"
Turnabout samurai,3,34,Penny,"Um, if you'll excuse me, I have to go to the guard station. I'm supposed to fill in for Ms. Oldbag."
Turnabout samurai,3,35,Maya,"Right! See you later, then!"
Turnabout samurai,3,36,Penny,Good luck with your investigation.
Turnabout samurai,3,37,Maya,"This is where the Steel Samurai costume was, on the day of the murder."
Turnabout samurai,3,38,Phoenix,"That's what Mr. Powers says, at least. I guess they snuck in and took it while he was sleeping."
Turnabout samurai,3,39,Maya,"But Nick, what if Mr. Powers hadn't been sleeping? I wonder what the killer was planning on doing then?"
Turnabout samurai,3,40,Phoenix,Huh... (She's got a point!)
Turnabout samurai,3,41,Phoenix,"Looks like someone was sleeping here. Maybe Powers did take a nap here, like he said."
Turnabout samurai,3,42,Phoenix,There's a bunch of snacks on the table. They must give these to the employees. Some tea and cookies...
Turnabout samurai,3,43,Maya,Wait... Nick!
Turnabout samurai,3,44,Phoenix,W-what now?
Turnabout samurai,3,45,Maya,These snacks... they've passed the expiration date!
Turnabout samurai,3,46,Phoenix,... Then don't eat them.
Turnabout samurai,3,47,Maya,*grumble* (They're snacks! They're meant to be eaten!)
Turnabout samurai,3,48,Penny,Oh... hello.
Turnabout samurai,3,49,Maya,Ho hoh! You look a little out of place.
Turnabout samurai,3,50,Penny,"It's the clothes, isn't it? I thought my camo vest might do the trick... Kind of an ""alternative guard fashion"" thing."
Turnabout samurai,3,51,Maya,Do kids sneak in here a lot?
Turnabout samurai,3,52,Penny,"Well... I don't think there's that many of them, but I do see one in particular a bunch. He's always gawking at the sets, or snapping pictures. You should see Old Windbag's eyes flash when she sees him. She has a bit of trouble catching him though..."
Turnabout samurai,3,53,Phoenix,I heard something at the trial today. They said that the director and producer were here the day of the murder...
Turnabout samurai,3,54,Penny,"Oh, sorry... I was in the prop storage room, so I didn't see them. I guess they were here, though. The studio head seemed pretty eager to keep us quiet."
Turnabout samurai,3,55,Maya,So they were trying to protect the director?
Turnabout samurai,3,56,Penny,"More the producer, really. The producer's our real star here. She saved these studios from the brink of disaster and kept them running. I don't think we'd still be in business if it weren't for that producer!"
Turnabout samurai,3,57,Phoenix,"(The producer, huh?)"
Turnabout samurai,3,58,Manella,WTF? Who are j00 d00dz!? LMAO!
Turnabout samurai,3,59,Maya,"H-huh!? W-we... Wait, you first! Who are you!? You look pretty suspicious to me!"
Turnabout samurai,3,60,Manella,"Whatever, l4m3rs! How can j00 not know the great Sal Manella!? I make teh L33T SH0WZ! The Steel Samurai? Mine! RTFC! (Read The Film Credits!)"
Turnabout samurai,3,61,Maya,"R-really!? You're THE Sal Manella!? I'm so sorry! I, just, you looked so... Sorry!"
Turnabout samurai,3,62,Manella,"No no, quite alright. Really. It's fine. ROFL! ..."
Turnabout samurai,3,63,Maya,W-what is it?
Turnabout samurai,3,64,Manella,"You know, on closer inspection... Mmm... Yeah... Hot! Hot! Hot! *slobber* Hey, do j00 do a lot of ""cosplay,"" coz that costume r0x0rz!... *drool*"
Turnabout samurai,3,65,Maya,Rocksores!? Wh-wh-what... Hey! You're drooling!
Turnabout samurai,3,66,Manella,"Huh? Mmph! LOL! Buffer overrun! *pant* You've triggered my CR34T1V3 P0W3RZ! Yes... yes, it's coming to me! ""Pink Princess""! The sequel to the Steel Samurai... ""Pink Princess: Warrior of Little Olde Tokyo!"" ROFL... LMAO!"
Turnabout samurai,3,67,Phoenix,"P-""Pink Princess""...?"
Turnabout samurai,3,68,Maya,"Why's it gotta be ""Little"" Olde Tokyo!? Why can't it have a cool name, like ""Neo Olde Tokyo""!?"
Turnabout samurai,3,69,Phoenix,"Maya, we really need to talk about ""cool""..."
Turnabout samurai,3,70,Phoenix,Did you notice anything unusual on the day of the murder?
Turnabout samurai,3,71,Manella,"Oh, I know who j00 d00dz are. That security lady told j00 about us, eh?"
Turnabout samurai,3,72,Phoenix,That's right.
Turnabout samurai,3,73,Manella,It was a pretty regular day. We had a run-through for an action scene in the morning. Then a meeting from lunchtime in the Studio Two trailer. Heh. I was so busy I didn't even get a chance to eat lunch! :(
Turnabout samurai,3,74,Phoenix,"A t-bone steak, was it?"
Turnabout samurai,3,75,Manella,Yeah... sux0rz! I hate missing out on food...
Turnabout samurai,3,76,Maya,"Nick... what does ""Sucksores"" mean?"
Turnabout samurai,3,77,Phoenix,No idea...
Turnabout samurai,3,78,Manella,"Anyway, I was in a meeting from noon till after 4:00. With the producer, and some bigwigs from the network."
Turnabout samurai,3,79,Phoenix,"(Mr. Hammer's time of death was estimated at 2:30 PM. If he's telling the truth, that meeting gives him an alibi...)"
Turnabout samurai,3,80,Phoenix,About the producer who was at the meeting with you...
Turnabout samurai,3,81,Manella,"Oh, you mean Dee Vasquez? She's a genius. M4d sk1llz, all the way. Scary, though. *sweats* She brought these studios back from the brink of destruction. She's the one who made it possible for me to make the Steel Samurai!"
Turnabout samurai,3,82,Phoenix,"You had a meeting with her on the day of the murder, right?"
Turnabout samurai,3,83,Manella,"Yeah, we were together from noon to 4:00 PM, the whole time."
Turnabout samurai,3,84,Phoenix,"Who exactly are these ""bigwigs"" people keep mentioning?"
Turnabout samurai,3,85,Manella,"Oh, the boss over at the network, and some sponsors. Also a few production guys. They piled into a limousine and got here right around noon. Major tension! *sweats*"
Turnabout samurai,3,86,Phoenix,Were all of them with you the entire time?
Turnabout samurai,3,87,Manella,"Yeah, unfortunately. They're all gray-haired geezers... *scowl*"
Turnabout samurai,3,88,Phoenix,(Hmm... sounds like they'd all be reliable witnesses.)
Turnabout samurai,3,89,Phoenix,(This place is deserted...)
Turnabout samurai,3,90,_,*crash!*
Turnabout samurai,3,91,Maya,Eek! N-N-Nick! W-w-what was that noise!? It sounded like it came from inside the trailer...
Turnabout samurai,3,92,Phoenix,Someone must be inside...
Turnabout samurai,3,93,Maya,H-Hello? ...
Turnabout samurai,3,94,Phoenix,No answer.
Turnabout samurai,3,95,Maya,"Pretty suspicious, if you ask me, Nick! Let's go in!"
Turnabout samurai,3,96,Phoenix,I'm not sure we should be barging in... ...Huh. It's locked.
Turnabout samurai,3,97,Maya,What? Don't we have a key?
Turnabout samurai,3,98,Phoenix,No. But there's probably one in the guard station at the main gate.
Turnabout samurai,3,99,Maya,Then what are we waiting for? Let's borrow it!
Turnabout samurai,3,100,Phoenix,(If they'll let us...)
Turnabout samurai,3,101,Oldbag,Ah hah! You again!
Turnabout samurai,3,102,Maya,Eeeek!
Turnabout samurai,3,103,Oldbag,"How rude, acting like you've seen a ghost!"
Turnabout samurai,3,104,Phoenix,You... certainly got back to your post quickly.
Turnabout samurai,3,105,Oldbag,"Oh the police took me away, they did. They pulled out a spare Steel Samurai costume! Told me to ""put it on."" Can you imagine? How could I, a sweet little old lady, wear a giant suit like that?"
Turnabout samurai,3,106,Phoenix,Mr. Powers is pretty tall...
Turnabout samurai,3,107,Oldbag,"As soon as they saw there was no way I could wear it, they let me go."
Turnabout samurai,3,108,Phoenix,(I guess that would rule out her being the murderer.)
Turnabout samurai,3,109,Oldbag,"Anyway! Know this, whippersnapper! This old lady NEVER forgets a slight or insult! And you won't get any information out of me! My lips are sealed!"
Turnabout samurai,3,110,Maya,You sure are talking a lot for someone with sealed lips.
Turnabout samurai,3,111,Oldbag,"Starting now! One, two, three, mmmph!"
Turnabout samurai,3,112,Phoenix,(This lady's too much...)
Turnabout samurai,3,113,Phoenix,"Umm, about that kid you said you saw..."
Turnabout samurai,3,114,Oldbag,"If I see him again, I'm taking him down!"
Turnabout samurai,3,115,Maya,N-Nick! Look at her eyes! She's serious!
Turnabout samurai,3,116,Maya,Hey! H-hey! Wait!
Turnabout samurai,3,117,Phoenix,(I'll bet he came in right through that drain...)
Turnabout samurai,3,118,Maya,"Hey, um, kiddy-o! What's yer name, sport?"
Turnabout samurai,3,119,Cody,"I'm not a kid, so don't talk to me like that!"
Turnabout samurai,3,120,Maya,H-huh!? But you... You are a kid! What a rude little brat. That's no way to talk to an adult!
Turnabout samurai,3,121,Cody,I don't see no adults here! Hippie fashion chick!
Turnabout samurai,3,122,Maya,H-hippie fashion...? Nick... I think I'm being mocked.
Turnabout samurai,3,123,Phoenix,"(You got to hand it to Maya, she's pretty sharp. And pretty mad...)"
Turnabout samurai,3,124,Cody,"I'm Cody! Cody Hackins. Call me ""kiddy-o"" again and I'll cut you down where you stand, evildoer!"
Turnabout samurai,3,125,Phoenix,"So, you're a fan of the Steel Samurai?"
Turnabout samurai,3,126,Cody,"How dare you utter that name, evildoer!"
Turnabout samurai,3,127,Maya,What do you mean? We're on the Steel Samurai's side!
Turnabout samurai,3,128,Cody,H-hah! Hah hah! You can't fool me!
Turnabout samurai,3,129,Maya,Okay... then what's the last line said by the innkeeper in Episode 8?
Turnabout samurai,3,130,Cody,"Hah! Easy! ""Like some fries with that?"""
Turnabout samurai,3,131,Maya,"Hmph... not bad, kiddy-o."
Turnabout samurai,3,132,Cody,Watch it!
Turnabout samurai,3,133,Phoenix,(What are they doing!?)
Turnabout samurai,3,134,Phoenix,"Say, you heard anything about the incident the other day?"
Turnabout samurai,3,135,Cody,...
Turnabout samurai,3,136,Maya,"You were here, weren't you?"
Turnabout samurai,3,137,Cody,...
Turnabout samurai,3,138,Phoenix,Did you see anything...?
Turnabout samurai,3,139,Cody,He... he...
Turnabout samurai,3,140,Phoenix,?
Turnabout samurai,3,141,Cody,"He... always... The Steel Samurai always wins! Always! Yeah, I saw 'em! I saw everything!"
Turnabout samurai,3,142,Maya,What!?
Turnabout samurai,3,143,Cody,But... but no way am I telling you losers!
Turnabout samurai,3,144,Maya,Wha--!? Wait...
Turnabout samurai,3,145,Cody,Lemme go!
Turnabout samurai,3,146,Maya,... He's gone. Huh? Something fell off the table when he bumped into it on his way out.
Turnabout samurai,3,147,Phoenix,"A... bottle? Why was this sitting there, I wonder?"
Turnabout samurai,3,148,Phoenix,"Anyway, what was that kid saying?"
Turnabout samurai,3,149,Maya,"He ""saw everything""..."
Turnabout samurai,3,150,Maya,Huh? Where's that old windbag?
Turnabout samurai,3,151,Phoenix,Odd of her to leave her post...
Turnabout samurai,3,152,Oldbag,(H-hey!!!)
Turnabout samurai,3,153,Maya,Nick! That was her!
Turnabout samurai,3,154,Oldbag,(S-stop! Whippersnapper!)
Turnabout samurai,3,155,Phoenix,Y-yeah. Sounds like she's chasing after that boy.
Turnabout samurai,3,156,Oldbag,Natch!
Turnabout samurai,3,157,Maya,"Uh oh, she tripped!"
Turnabout samurai,3,158,Phoenix,(Maya sure looks happy...)
Turnabout samurai,3,159,Maya,"Hey, hey, Nick. Now's our chance! Let's check out the guard station!"
Turnabout samurai,3,160,Phoenix,Good idea.
Turnabout samurai,3,161,Maya,"... Oh! This is it, Nick! The ""Trailer Key""!"
Turnabout samurai,3,162,Phoenix,The key to that trailer in Studio Two!
Turnabout samurai,3,163,Maya,"We'll be borrowing this, right, Nick?"
Turnabout samurai,3,164,Phoenix,I wonder if the key we borrowed from the guard station will work? ... It opened.
Turnabout samurai,3,165,Maya,"Great! Let's go, Nick!"
Turnabout samurai,3,166,Phoenix,(She seems eager all of a sudden...)
Turnabout samurai,3,167,Maya,"Well, you first, Nick!"
Turnabout samurai,3,168,Phoenix,"(Ah, not THAT eager.)"
Turnabout samurai,3,169,Vasquez,...
Turnabout samurai,3,170,Maya,Eek! S-someone's in here!
Turnabout samurai,3,171,Vasquez,Names.
Turnabout samurai,3,172,Maya,"O-our n-names? Um, w-we're WP's lawyers, and, um..."
Turnabout samurai,3,173,Vasquez,I see. ...
Turnabout samurai,3,174,Maya,A-and who might you...?
Turnabout samurai,3,175,Vasquez,Dee Vasquez. The producer.
Turnabout samurai,3,176,Phoenix,(Dee Vasquez... She's quite beautiful.)
Turnabout samurai,3,177,Phoenix,I was wondering if you could tell me about the day of the murder...
Turnabout samurai,3,178,Vasquez,... ...
Turnabout samurai,3,179,Phoenix,M-Ms. Vasquez?
Turnabout samurai,3,180,Vasquez,Script.
Turnabout samurai,3,181,Phoenix,E-excuse me?
Turnabout samurai,3,182,Vasquez,Script. I'm looking for a script.
Turnabout samurai,3,183,Phoenix,A s-script?
Turnabout samurai,3,184,Vasquez,"""The Steel Samurai, Episode 13."" I need it."
Turnabout samurai,3,185,Maya,Umm... could we ask you a bit about the day of the murder?
Turnabout samurai,3,186,Vasquez,I need to read it. ...
Turnabout samurai,3,187,Maya,...
Turnabout samurai,3,188,Phoenix,... (We're getting nowhere fast.)
Turnabout samurai,3,189,Maya,"Um, w-we'd really like to ask you about the Steel Samurai!"
Turnabout samurai,3,190,Vasquez,... ...
Turnabout samurai,3,191,Phoenix,Ms. Vasquez?
Turnabout samurai,3,192,Vasquez,It's on TV. Every week. That's all I have to say about that.
Turnabout samurai,3,193,Maya,N-Nick! She's telling us to go watch TV!? The nerve of her!
Turnabout samurai,3,194,Phoenix,"Hey, don't get mad at me."
Turnabout samurai,3,195,Phoenix,"About the director... Sal Manella, was it? What, er, exactly is his role here...?"
Turnabout samurai,3,196,Vasquez,Perhaps I didn't make myself clear? I'm looking for a script. I can't be bothered with anything else. ...
Turnabout samurai,3,197,Maya,Nick? Are all people in the entertainment business this... weird?
Turnabout samurai,3,198,Phoenix,It's starting to look like it.
Turnabout samurai,3,199,Maya,"Nick, let's get out of here. Isn't there someplace else we have to check?"
Turnabout samurai,3,200,Phoenix,Y-yeah.
Turnabout samurai,3,201,Vasquez,Wait.
Turnabout samurai,3,202,Phoenix,Y-yes?
Turnabout samurai,3,203,Vasquez,"If you see Manella, give him this."
Turnabout samurai,3,204,Maya,W-why do we have to do your errands...!
Turnabout samurai,3,205,Vasquez,...
Turnabout samurai,3,206,Maya,...
Turnabout samurai,3,207,Vasquez,...
Turnabout samurai,3,208,Maya,I... I don't think I like her. *sniff*
Turnabout samurai,3,209,Phoenix,Don't cry. She'll take it as a sign of weakness. Alright. We'll give it to him if we see him.
Turnabout samurai,3,210,Phoenix,Here. I got this from the producer...
Turnabout samurai,3,211,Manella,"Huh? ""Bring the script for Episode 13""? Episode 13... where did I put that one? ... I must have left it somewhere... *sweats* U-uh oh... My ass is p0wned if I don't find it... *shakes*"
Turnabout samurai,3,212,Maya,Nick... It might be quicker to just look in all the places where he's likely to have been.
Turnabout samurai,3,213,Phoenix,I agree.
Turnabout samurai,3,214,Maya,"We're back at the scene of the crime. Let's find what we need and get out of here quick, Nick."
Turnabout samurai,3,215,Maya,Hey! Look! That's the chair the director sits in! I've always wanted to sit in one of these.
Turnabout samurai,3,216,Phoenix,"(The director...!) Maya... Take a look around that chair for me, would you? Remember that script the director was talking about? Didn't he say he'd left it somewhere?"
Turnabout samurai,3,217,Maya,"Ahah! Found it, Nick! The script!"
Turnabout samurai,3,218,Phoenix,Good work!
Turnabout samurai,3,219,Phoenix,We found your script.
Turnabout samurai,3,220,Manella,"W00t! THX! S-still... I dunno... That woman is to be ph34red when you bring something to her late... Say, um, j00 think j00 d00dz could take it down there for me? THX!"
Turnabout samurai,3,221,Maya,Is that producer really that scary?
Turnabout samurai,3,222,Phoenix,"(Well, she's certainly not NORMAL...)"
Turnabout samurai,3,223,Phoenix,"Here, we found it! Your script!"
Turnabout samurai,3,224,Vasquez,Ah.
Turnabout samurai,3,225,Vasquez,...
Turnabout samurai,3,226,Phoenix,... Umm... uh... You're not going to talk to us?
Turnabout samurai,3,227,Vasquez,Quiet. I'm reading.
Turnabout samurai,3,228,Maya,"...! Just you hold on! What's the big idea!? Who do you think you are anyway!? And, and do you even know who we are!?"
Turnabout samurai,3,229,Vasquez,... Powers's lawyers?
Turnabout samurai,3,230,Maya,Umm.... right.
Turnabout samurai,3,231,Vasquez,Am I a suspect?
Turnabout samurai,3,232,Maya,"N-no, it's just, well, no, but..."
Turnabout samurai,3,233,Vasquez,... You wanted to know about the day of the murder?
Turnabout samurai,3,234,Maya,Y-yes. Anything you could tell us would be a big help.
Turnabout samurai,3,235,Vasquez,... You know there was a meeting here at noon?
Turnabout samurai,3,236,Phoenix,Yes. With the director and the people from the network...
Turnabout samurai,3,237,Vasquez,"Correct. Now, listen closely. None of the people in this trailer that afternoon went to Studio One. It was impossible for us to leave."
Turnabout samurai,3,238,Maya,Impossible? Why?
Turnabout samurai,3,239,Vasquez,The path was blocked.
Turnabout samurai,3,240,Phoenix,The... path?
Turnabout samurai,3,241,Phoenix,"On the day of the murder, the path that leads here was blocked?"
Turnabout samurai,3,242,Vasquez,"You saw Mr. Monkey on the way here, correct?"
Turnabout samurai,3,243,Phoenix,"M-""Mr. Monkey""?"
Turnabout samurai,3,244,Vasquez,The monkey with the broken head.
Turnabout samurai,3,245,Phoenix,"Oh, right, that... (What an original name...)"
Turnabout samurai,3,246,Vasquez,"Its head fell over in the wind on the day of the murder. They didn't start moving the head out of the way until after 3:00. It was after 4:00 by the time the path was unblocked. Capsice? Everyone in this trailer was stuck here until the path was cleared. Stuck in this trailer. Stuck until after 4:00. Hammer died at 2:30. Thus, none of us could have gone to Studio One."
Turnabout samurai,3,247,Maya,W-what!?
Turnabout samurai,3,248,Vasquez,It's true. A crane came just after 3:00 to move the head. We called some people in to clear the way. I'm sure they'd corroborate my story.
Turnabout samurai,3,249,Phoenix,B-but wait! What if the head fell over after 2:30? Then you could have gone to Studio One!
Turnabout samurai,3,250,Vasquez,2:30... the time of death. ... Very well. Come.
Turnabout samurai,3,251,Vasquez,"... That's ""Mr. Monkey."" When it wasn't broken, it announced the time... in ""ooks."" One ""ook"" per hour. Ook ook ook ook. Always with the ooking."
Turnabout samurai,3,252,Phoenix,"(It IS a monkey, after all.)"
Turnabout samurai,3,253,Vasquez,Check its head. The clock inside stopped when it broke.
Turnabout samurai,3,254,Maya,"...! Nick, it's stopped at 2:15."
Turnabout samurai,3,255,Phoenix,2:15...?
Turnabout samurai,3,256,Vasquez,"That's right. This path was blocked from 2:15 till after 4:00. Therefore, we're innocent."
Turnabout samurai,3,257,Phoenix,Mr. Hammer died in Studio One at 2:30...
Turnabout samurai,3,258,Vasquez,See? Good bye.
Turnabout samurai,3,259,Maya,"What do we do, Nick? There isn't anyone besides WP who could have killed Hammer! It's over... We're finished!"
Turnabout samurai,3,260,Phoenix,(It sure doesn't look good. Guess we should head back to the office and plan our strategy...)
Turnabout samurai,3,261,Phoenix,Now what... We're fresh out of clues. Everyone's alibi is water-tight. We don't even have any promising leads. Things are looking pretty grim.
Turnabout samurai,3,262,Mia,"It's a little early for giving up, don't you think?"
Turnabout samurai,3,263,Phoenix,Huh?
Turnabout samurai,3,264,Mia,You've got one lead...
Turnabout samurai,3,265,Phoenix,M-Mia! It's you! What took you so long!?
Turnabout samurai,3,266,Mia,"Sorry, Phoenix. Maya has trouble calling me unless she's really in trouble."
Turnabout samurai,3,267,Phoenix,"Right! Oh, wait. I guess that means we're really in trouble."
Turnabout samurai,3,268,Mia,I'd say so.
Turnabout samurai,3,269,Phoenix,"What did you mean, we have one lead...?"
Turnabout samurai,3,270,Mia,"The boy, of course."
Turnabout samurai,3,271,Cody,"Yeah, I saw 'em. I saw everything!"
Turnabout samurai,3,272,Maya,What!?
Turnabout samurai,3,273,Cody,But...but no way am I telling you losers!
Turnabout samurai,3,274,Phoenix,I dunno. He didn't sound like he was going to help us at all.
Turnabout samurai,3,275,Mia,"I'm sure you can find some way of bringing him over to your side. Either way, we should get back to the studios. That boy is our last hope, Phoenix."
Turnabout samurai,3,276,Phoenix,"(Thanks, now I'm more worried than I was before...)"
Turnabout samurai,3,277,Oldbag,Huff... puff... huff... puff... huff... puff... huff... Huff... puff... huff... puff... huff... puff... huff...
Turnabout samurai,3,278,Phoenix,W-what's wrong?
Turnabout samurai,3,279,Oldbag,Huff... puff... huff... puff... whih... whippersnapper!
Turnabout samurai,3,280,Phoenix,(She's been chasing that boy this whole time.)
Turnabout samurai,3,281,Oldbag,Huff... puff... when... when I ca... catch him... I... huff
Turnabout samurai,3,282,Phoenix,(Sounds like she hasn't had any luck catching him.)
Turnabout samurai,3,283,Oldbag,"Huff... puff... I... I got a hostage now, whippersnapper!"
Turnabout samurai,3,284,Phoenix,"(A ""hostage""...!?)"
Turnabout samurai,3,285,Phoenix,Umm... what happened to the boy?
Turnabout samurai,3,286,Oldbag,"I-if I see him a-again, I'll... huff! L-lay him flat! Huff... puff..."
Turnabout samurai,3,287,Mia,"My, what a violent old lady..."
Turnabout samurai,3,288,Phoenix,"Actually, I met with the director just now..."
Turnabout samurai,3,289,Oldbag,"Eh? Hah... my heart, it don't feel so good."
Turnabout samurai,3,290,Phoenix,(Is she okay!?)
Turnabout samurai,3,291,Oldbag,"B-before I go, I'd like to v-visit the place where poor H-Hammer died..."
Turnabout samurai,3,292,Phoenix,(Right... she was saying she wanted to visit the studio where he died.)
Turnabout samurai,3,293,Phoenix,"What's this about a ""hostage""?"
Turnabout samurai,3,294,Oldbag,"Huff... huff... W-when that boy was running away... ...he dropped this, a-and ran! Huff... huff... H-he'll come back... huff... huff... for this one!"
Turnabout samurai,3,295,Phoenix,(It's kind of hard to understand her with all that huffing and puffing.)
Turnabout samurai,3,296,Mia,"Phoenix! That ""hostage"" might be what we need! Cody might talk to us if we gave him that!"
Turnabout samurai,3,297,Phoenix,(Good idea!) Ms. Oldbag! Might I...
Turnabout samurai,3,298,Oldbag,No! I'm catching that brat if it's the last thing I do!
Turnabout samurai,3,299,Mia,Phoenix. Do you have anything you might trade with her?
Turnabout samurai,3,300,Phoenix,"(A trade, hmm... I wonder...?)"
Turnabout samurai,3,301,Oldbag,H-hey... that... huff... That's a card... huff... Studio One?
Turnabout samurai,3,302,Phoenix,Right. A cardkey to Studio One.
